bowler,season,season_year,balls,runs_conceded,wickets,wides,noballs,dots,economy,bowling_avg,dot_pct
A Ashish Reddy,2012,2012,169,238,11,4,2,56,8.449704142011834,21.636363636363637,33.13609467455622
A Ashish Reddy,2013,2013,41,71,3,1,0,11,10.390243902439025,23.666666666666668,26.82926829268293
A Ashish Reddy,2015,2015,37,51,4,1,0,10,8.27027027027027,12.75,27.027027027027028
A Ashish Reddy,2016,2016,23,40,1,0,0,6,10.434782608695652,40.0,26.08695652173913
A Badoni,2022,2022,12,12,2,0,0,4,6.0,6.0,33.33333333333333
A Badoni,2023,2023,1,0,0,0,0,1,0.0,,100.0
A Badoni,2024,2024,12,25,0,0,0,1,12.5,,8.333333333333332
A Badoni,2025,2025,10,13,2,0,0,3,7.8,6.5,30.0
A Badoni,2026,2026,6,14,0,0,0,0,14.0,,0.0
A Chandila,2012,2012,84,87,5,0,0,40,6.214285714285714,17.4,47.61904761904761
A Chandila,2013,2013,150,158,6,0,0,65,6.32,26.333333333333332,43.333333333333336
A Choudhary,2017,2017,108,144,5,6,1,43,8.0,28.8,39.81481481481482
A Dananjaya,2018,2018,25,47,0,1,0,6,11.28,,24.0
A Flintoff,2009,2009,66,106,2,0,0,21,9.636363636363637,53.0,31.818181818181817
A Kamboj,2024,2024,68,115,2,6,2,21,10.147058823529411,57.5,30.88235294117647
A Kamboj,2025,2025,130,173,8,0,1,57,7.984615384615384,21.625,43.84615384615385
A Kamboj,2026,2026,223,321,18,6,3,97,8.636771300448432,17.833333333333332,43.49775784753363
A Kumble,2007/08,2007,236,314,8,6,0,91,7.983050847457626,39.25,38.559322033898304
A Kumble,2009,2009,358,353,22,3,0,144,5.916201117318436,16.045454545454547,40.22346368715084
A Kumble,2009/10,2009,389,422,19,4,5,162,6.508997429305913,22.210526315789473,41.645244215938305
A Mishra,2007/08,2007,123,140,11,3,1,45,6.829268292682927,12.727272727272727,36.58536585365854
A Mishra,2009,2009,262,300,14,3,6,106,6.870229007633588,21.428571428571427,40.458015267175576
A Mishra,2009/10,2009,329,371,20,8,3,137,6.76595744680851,18.55,41.641337386018236
A Mishra,2011,2011,324,369,19,2,2,138,6.833333333333333,19.42105263157895,42.592592592592595
A Mishra,2012,2012,289,381,13,5,2,93,7.9100346020761245,29.307692307692307,32.17993079584775
A Mishra,2013,2013,376,395,24,2,2,152,6.303191489361702,16.458333333333332,40.42553191489361
A Mishra,2014,2014,230,342,8,3,2,69,8.921739130434782,42.75,30.0
A Mishra,2015,2015,249,312,9,8,0,77,7.518072289156627,34.666666666666664,30.923694779116467
A Mishra,2016,2016,284,350,14,6,2,97,7.394366197183098,25.0,34.154929577464785
A Mishra,2017,2017,237,345,10,4,0,80,8.734177215189874,34.5,33.755274261603375
A Mishra,2018,2018,226,265,13,4,0,74,7.035398230088496,20.384615384615383,32.743362831858406
A Mishra,2019,2019,243,271,11,3,0,83,6.691358024691358,24.636363636363637,34.15637860082305
A Mishra,2020/21,2020,61,72,3,0,1,17,7.081967213114755,24.0,27.86885245901639
A Mishra,2021,2021,84,109,6,0,0,25,7.785714285714286,18.166666666666668,29.761904761904763
A Mishra,2023,2023,115,151,7,1,0,32,7.878260869565217,21.571428571428573,27.82608695652174
A Mishra,2024,2024,12,20,1,0,0,5,10.0,20.0,41.66666666666667
A Mithun,2009,2009,27,42,0,3,0,7,9.333333333333334,,25.925925925925924
A Mithun,2009/10,2009,20,39,1,1,1,3,11.7,39.0,15.0
A Mithun,2011,2011,221,325,6,9,8,74,8.823529411764705,54.166666666666664,33.4841628959276
A Mithun,2012,2012,19,34,0,1,0,6,10.736842105263158,,31.57894736842105
A Mithun,2013,2013,25,37,1,1,0,9,8.879999999999999,37.0,36.0
A Nehra,2007/08,2007,280,357,14,10,1,126,7.65,25.5,45.0
A Nehra,2009,2009,326,354,22,15,5,145,6.515337423312883,16.09090909090909,44.47852760736196
A Nehra,2009/10,2009,85,102,6,1,0,40,7.2,17.0,47.05882352941176
A Nehra,2012,2012,291,411,12,1,2,106,8.474226804123711,34.25,36.42611683848797
A Nehra,2013,2013,221,319,13,5,0,87,8.660633484162895,24.53846153846154,39.366515837104075
A Nehra,2014,2014,93,143,8,3,0,31,9.225806451612904,17.875,33.33333333333333
A Nehra,2015,2015,385,453,25,12,1,175,7.059740259740259,18.12,45.45454545454545
A Nehra,2016,2016,161,200,11,5,0,73,7.453416149068324,18.181818181818183,45.3416149068323
A Nehra,2017,2017,132,198,10,5,0,48,9.0,19.8,36.36363636363637
A Nel,2007/08,2007,18,31,1,0,0,7,10.333333333333334,31.0,38.88888888888889
A Nortje,2020/21,2020,376,529,23,10,0,160,8.441489361702128,23.0,42.5531914893617
A Nortje,2021,2021,187,198,12,5,0,84,6.352941176470588,16.5,44.919786096256686
A Nortje,2022,2022,143,219,9,5,4,50,9.18881118881119,24.333333333333332,34.96503496503497
A Nortje,2023,2023,251,370,11,8,3,96,8.844621513944222,33.63636363636363,38.24701195219124
A Nortje,2024,2024,140,298,7,7,1,40,12.771428571428572,42.57142857142857,28.57142857142857
A Nortje,2025,2025,45,87,1,3,0,17,11.6,87.0,37.77777777777778
A Nortje,2026,2026,27,39,0,3,0,7,8.666666666666666,,25.925925925925924
A Singh,2009,2009,107,100,9,1,1,60,5.607476635514019,11.11111111111111,56.074766355140184
A Singh,2011,2011,175,222,10,4,0,79,7.611428571428571,22.2,45.14285714285714
A Singh,2012,2012,204,317,12,7,0,61,9.323529411764707,26.416666666666668,29.901960784313726
A Symonds,2007/08,2007,44,106,0,2,1,12,14.454545454545455,,27.27272727272727
A Symonds,2009,2009,147,162,9,3,0,67,6.612244897959184,18.0,45.57823129251701
A Symonds,2009/10,2009,325,385,13,7,0,118,7.107692307692308,29.615384615384617,36.30769230769231
A Symonds,2011,2011,24,41,1,0,0,10,10.25,41.0,41.66666666666667
A Uniyal,2009/10,2009,38,67,3,2,0,9,10.578947368421053,22.333333333333332,23.684210526315788
A Zampa,2016,2016,103,117,12,1,0,34,6.815533980582524,9.75,33.00970873786408
A Zampa,2017,2017,122,164,7,3,0,39,8.065573770491804,23.428571428571427,31.967213114754102
A Zampa,2020/21,2020,67,92,2,1,0,20,8.238805970149254,46.0,29.850746268656714
A Zampa,2023,2023,133,189,9,1,0,40,8.526315789473683,21.0,30.075187969924812
A Zampa,2025,2025,50,94,2,2,0,10,11.28,47.0,20.0
AA Chavan,2011,2011,30,31,0,0,0,18,6.2,,60.0
AA Chavan,2012,2012,169,245,7,5,0,64,8.698224852071005,35.0,37.8698224852071
AA Chavan,2013,2013,56,63,1,2,0,28,6.75,63.0,50.0
AA Jhunjhunwala,2009/10,2009,39,69,0,2,0,12,10.615384615384615,,30.76923076923077
AA Jhunjhunwala,2011,2011,13,22,0,1,0,1,10.153846153846155,,7.6923076923076925
AA Jhunjhunwala,2012,2012,36,39,1,0,0,15,6.5,39.0,41.66666666666667
AA Kazi,2011,2011,13,21,1,1,0,2,9.692307692307693,21.0,15.384615384615385
AA Noffke,2007/08,2007,25,41,1,1,0,7,9.84,41.0,28.000000000000004
AB Agarkar,2007/08,2007,168,211,8,11,1,70,7.535714285714286,26.375,41.66666666666667
AB Agarkar,2009,2009,199,293,8,13,0,71,8.834170854271358,36.625,35.678391959798994
AB Agarkar,2009/10,2009,136,207,4,3,1,44,9.13235294117647,51.75,32.35294117647059
AB Agarkar,2011,2011,164,236,9,2,0,51,8.634146341463415,26.22222222222222,31.097560975609756
AB Agarkar,2012,2012,90,134,4,4,0,20,8.933333333333334,33.5,22.22222222222222
AB Agarkar,2013,2013,63,93,0,3,0,18,8.857142857142858,,28.57142857142857
AB Dinda,2007/08,2007,245,266,11,10,1,120,6.514285714285714,24.181818181818183,48.97959183673469
AB Dinda,2009,2009,150,195,6,6,0,69,7.8,32.5,46.0
AB Dinda,2009/10,2009,144,155,12,5,0,67,6.458333333333333,12.916666666666666,46.52777777777778
AB Dinda,2011,2011,107,159,5,3,2,46,8.915887850467291,31.8,42.99065420560748
AB Dinda,2012,2012,154,171,10,6,4,65,6.662337662337662,17.1,42.2077922077922
AB Dinda,2013,2013,304,466,18,8,2,106,9.197368421052632,25.88888888888889,34.868421052631575
AB Dinda,2014,2014,195,271,5,7,2,65,8.338461538461539,54.2,33.33333333333333
AB Dinda,2015,2015,33,63,0,1,2,5,11.454545454545455,,15.151515151515152
AB Dinda,2016,2016,192,236,13,8,1,86,7.375,18.153846153846153,44.79166666666667
AB Dinda,2017,2017,65,121,2,5,0,23,11.169230769230769,60.5,35.38461538461539
AB McDonald,2009,2009,18,22,0,0,0,2,7.333333333333333,,11.11111111111111
AB McDonald,2009/10,2009,85,138,8,1,0,21,9.741176470588236,17.25,24.705882352941178
AB McDonald,2011,2011,12,23,0,0,0,5,11.5,,41.66666666666667
AB McDonald,2012,2012,61,63,5,1,0,20,6.19672131147541,12.6,32.78688524590164
AB McDonald,2013,2013,12,17,1,0,0,4,8.5,17.0,33.33333333333333
AC Gilchrist,2013,2013,1,0,1,0,0,1,0.0,0.0,100.0
AC Thomas,2011,2011,240,300,11,8,1,99,7.5,27.272727272727273,41.25
AC Thomas,2012,2012,87,116,5,2,1,34,8.0,23.2,39.08045977011494
AC Voges,2009/10,2009,56,76,1,2,0,15,8.142857142857142,76.0,26.785714285714285
AD Mascarenhas,2007/08,2007,25,31,2,1,0,10,7.4399999999999995,15.5,40.0
AD Mascarenhas,2009,2009,116,133,6,0,0,59,6.879310344827586,22.166666666666668,50.86206896551724
AD Mascarenhas,2009/10,2009,48,66,4,0,0,17,8.25,16.5,35.41666666666667
AD Mascarenhas,2012,2012,97,110,7,1,0,37,6.804123711340206,15.714285714285714,38.144329896907216
AD Mascarenhas,2013,2013,24,25,0,0,0,7,6.25,,29.166666666666668
AD Mathews,2009,2009,15,32,0,1,0,3,12.8,,20.0
AD Mathews,2009/10,2009,230,317,8,4,1,62,8.269565217391303,39.625,26.956521739130434
AD Mathews,2012,2012,158,195,7,2,0,53,7.405063291139241,27.857142857142858,33.54430379746836
AD Mathews,2013,2013,188,245,6,2,0,52,7.819148936170213,40.833333333333336,27.659574468085108
AD Mathews,2015,2015,185,249,7,5,0,64,8.075675675675676,35.57142857142857,34.5945945945946
AD Mathews,2017,2017,31,57,0,1,0,4,11.032258064516128,,12.903225806451612
AD Russell,2012,2012,98,162,1,1,1,30,9.918367346938776,162.0,30.612244897959183
AD Russell,2013,2013,44,68,0,2,0,10,9.272727272727273,,22.727272727272727
AD Russell,2014,2014,31,54,2,0,1,8,10.451612903225806,27.0,25.806451612903224
AD Russell,2015,2015,254,332,14,9,1,100,7.8425196850393695,23.714285714285715,39.37007874015748
AD Russell,2016,2016,224,301,19,5,0,97,8.0625,15.842105263157896,43.30357142857143
AD Russell,2018,2018,239,360,13,11,1,77,9.03765690376569,27.692307692307693,32.21757322175732
AD Russell,2019,2019,182,288,11,1,0,61,9.494505494505495,26.181818181818183,33.51648351648351
AD Russell,2020/21,2020,114,178,7,4,2,40,9.368421052631579,25.428571428571427,35.08771929824561
AD Russell,2021,2021,122,189,11,8,0,39,9.295081967213115,17.181818181818183,31.967213114754102
AD Russell,2022,2022,176,282,21,6,1,58,9.613636363636363,13.428571428571429,32.95454545454545
AD Russell,2023,2023,99,173,7,5,3,32,10.484848484848484,24.714285714285715,32.323232323232325
AD Russell,2024,2024,188,304,19,12,0,68,9.702127659574469,16.0,36.17021276595745
AD Russell,2025,2025,114,218,8,2,3,30,11.473684210526315,27.25,26.31578947368421
AF Milne,2016,2016,25,44,1,1,0,8,10.559999999999999,44.0,32.0
AF Milne,2017,2017,90,141,4,6,0,29,9.4,35.25,32.22222222222222
AF Milne,2021,2021,87,135,4,2,1,32,9.310344827586206,33.75,36.7816091954023
AF Milne,2022,2022,15,19,0,0,0,9,7.6,,60.0
AG Murtaza,2009/10,2009,73,93,4,1,0,24,7.6438356164383565,23.25,32.87671232876712
AG Murtaza,2011,2011,122,122,5,2,0,58,6.0,24.4,47.540983606557376
AG Murtaza,2012,2012,12,11,0,0,0,5,5.5,,41.66666666666667
AG Murtaza,2013,2013,62,96,3,2,0,19,9.29032258064516,32.0,30.64516129032258
AJ Finch,2009/10,2009,7,5,0,0,0,3,4.285714285714286,,42.857142857142854
AJ Finch,2011,2011,13,13,0,1,0,5,6.0,,38.46153846153847
AJ Finch,2013,2013,24,49,1,0,0,5,12.25,49.0,20.833333333333336
AJ Hosein,2023,2023,24,41,1,0,0,6,10.25,41.0,25.0
AJ Hosein,2026,2026,108,128,7,0,2,48,7.111111111111111,18.285714285714285,44.44444444444444
AJ Tye,2017,2017,128,146,12,2,0,49,6.84375,12.166666666666666,38.28125
AJ Tye,2018,2018,353,459,28,15,2,117,7.80169971671388,16.392857142857142,33.14447592067989
AJ Tye,2019,2019,137,233,3,5,0,30,10.204379562043796,77.66666666666667,21.897810218978105
AJ Tye,2020/21,2020,27,54,2,2,1,6,12.0,27.0,22.22222222222222
AJ Tye,2022,2022,69,113,3,3,0,24,9.826086956521738,37.666666666666664,34.78260869565217
AK Markram,2021,2021,25,23,0,1,0,9,5.52,,36.0
AK Markram,2022,2022,36,64,1,0,0,8,10.666666666666666,64.0,22.22222222222222
AK Markram,2023,2023,49,71,1,0,0,12,8.693877551020408,71.0,24.489795918367346
AK Markram,2024,2024,13,15,0,0,1,5,6.923076923076923,,38.46153846153847
AK Markram,2025,2025,68,102,4,2,0,15,9.0,25.5,22.058823529411764
AK Markram,2026,2026,35,69,0,1,0,8,11.82857142857143,,22.857142857142858
AL Menaria,2011,2011,93,121,2,3,0,30,7.806451612903226,60.5,32.25806451612903
AL Menaria,2012,2012,20,23,1,0,0,10,6.8999999999999995,23.0,50.0
AM Ghazanfar,2026,2026,176,287,12,3,0,54,9.78409090909091,23.916666666666668,30.681818181818183
AM Nayar,2007/08,2007,43,69,1,1,0,15,9.627906976744185,69.0,34.883720930232556
AM Nayar,2009,2009,77,84,4,5,0,27,6.545454545454545,21.0,35.064935064935064
AM Nayar,2011,2011,63,95,2,2,0,15,9.047619047619047,47.5,23.809523809523807
AM Nayar,2012,2012,6,16,0,0,0,0,16.0,,0.0
AM Nayar,2013,2013,50,59,2,2,0,13,7.079999999999999,29.5,26.0
AM Rahane,2009,2009,6,5,1,0,0,2,5.0,5.0,33.33333333333333
AM Salvi,2009,2009,106,138,4,4,0,43,7.811320754716981,34.5,40.56603773584906
AM Salvi,2011,2011,50,67,3,2,0,18,8.04,22.333333333333332,36.0
AN Ahmed,2009/10,2009,14,26,0,2,0,3,11.142857142857142,,21.428571428571427
AN Ahmed,2011,2011,128,178,7,7,1,46,8.34375,25.428571428571427,35.9375
AN Ahmed,2012,2012,13,17,0,1,0,5,7.846153846153847,,38.46153846153847
AN Ahmed,2013,2013,42,45,3,0,0,21,6.428571428571429,15.0,50.0
AN Ahmed,2014,2014,89,120,3,1,2,29,8.089887640449438,40.0,32.58426966292135
AN Ahmed,2015,2015,76,129,2,2,2,27,10.18421052631579,64.5,35.526315789473685
AP Dole,2009/10,2009,73,114,5,6,1,22,9.36986301369863,22.8,30.136986301369863
AR Patel,2014,2014,403,424,19,7,0,169,6.312655086848634,22.31578947368421,41.935483870967744
AR Patel,2015,2015,289,399,14,9,0,90,8.283737024221454,28.5,31.141868512110726
AR Patel,2016,2016,294,395,13,7,0,98,8.061224489795919,30.384615384615383,33.33333333333333
AR Patel,2017,2017,294,366,15,6,0,86,7.469387755102041,24.4,29.25170068027211
AR Patel,2018,2018,158,221,3,2,0,41,8.39240506329114,73.66666666666667,25.949367088607595
AR Patel,2019,2019,307,368,12,1,0,110,7.192182410423453,30.666666666666668,35.83061889250814
AR Patel,2020/21,2020,308,329,11,2,0,100,6.409090909090909,29.90909090909091,32.467532467532465
AR Patel,2021,2021,285,315,16,3,0,102,6.631578947368421,19.6875,35.78947368421053
AR Patel,2022,2022,261,323,6,3,0,86,7.425287356321839,53.833333333333336,32.95019157088122
AR Patel,2023,2023,288,344,11,6,0,105,7.166666666666667,31.272727272727273,36.45833333333333
AR Patel,2024,2024,265,340,11,1,0,80,7.69811320754717,30.90909090909091,30.18867924528302
AR Patel,2025,2025,219,314,6,3,0,67,8.602739726027398,52.333333333333336,30.59360730593607
AR Patel,2026,2026,196,268,9,4,0,56,8.204081632653061,29.77777777777778,28.57142857142857
AS Joseph,2019,2019,55,89,6,3,0,25,9.709090909090909,14.833333333333334,45.45454545454545
AS Joseph,2022,2022,185,269,8,4,1,72,8.724324324324325,33.625,38.91891891891892
AS Joseph,2023,2023,150,226,7,6,0,57,9.04,32.285714285714285,38.0
AS Joseph,2024,2024,64,123,1,6,0,18,11.53125,123.0,28.125
AS Rajpoot,2013,2013,25,37,1,1,0,10,8.879999999999999,37.0,40.0
AS Rajpoot,2016,2016,72,101,3,5,1,21,8.416666666666666,33.666666666666664,29.166666666666668
AS Rajpoot,2017,2017,87,113,4,3,0,33,7.793103448275862,28.25,37.93103448275862
AS Rajpoot,2018,2018,166,230,11,7,2,82,8.313253012048193,20.90909090909091,49.39759036144578
AS Rajpoot,2019,2019,102,157,3,1,5,38,9.235294117647058,52.333333333333336,37.254901960784316
AS Rajpoot,2020/21,2020,115,206,2,11,2,35,10.747826086956522,103.0,30.434782608695656
AS Raut,2009,2009,24,37,0,0,0,5,9.25,,20.833333333333336
AS Raut,2011,2011,6,8,0,0,0,2,8.0,,33.33333333333333
AS Roy,2019,2019,15,11,1,3,0,4,4.4,11.0,26.666666666666668
AS Roy,2022,2022,42,55,1,0,0,11,7.857142857142857,55.0,26.190476190476193
AS Roy,2023,2023,51,65,3,3,0,20,7.647058823529412,21.666666666666668,39.21568627450981
AS Roy,2024,2024,34,60,1,0,0,13,10.588235294117647,60.0,38.23529411764706
AS Roy,2025,2025,25,27,2,1,0,8,6.4799999999999995,13.5,32.0
AS Roy,2026,2026,109,150,6,12,0,32,8.256880733944953,25.0,29.357798165137616
AU Rashid,2021,2021,18,35,0,0,0,6,11.666666666666666,,33.33333333333333
AU Rashid,2023,2023,42,56,2,0,0,14,8.0,28.0,33.33333333333333
AUK Pathan,2011,2011,35,49,0,2,0,7,8.4,,20.0
AUK Pathan,2012,2012,6,14,0,0,0,2,14.0,,33.33333333333333
Abdul Samad,2020/21,2020,43,96,1,1,0,9,13.395348837209301,96.0,20.930232558139537
Abdul Samad,2021,2021,6,9,1,0,0,1,9.0,9.0,16.666666666666664
Abdul Samad,2022,2022,6,8,0,0,0,1,8.0,,16.666666666666664
Abdul Samad,2025,2025,2,6,0,0,0,1,18.0,,50.0
Abdul Samad,2026,2026,1,6,0,0,0,0,36.0,,0.0
Abdur Razzak,2007/08,2007,14,29,0,1,1,5,12.428571428571427,,35.714285714285715
Abhinandan Singh,2026,2026,60,122,3,2,0,15,12.2,40.666666666666664,25.0
Abhishek Sharma,2019,2019,13,21,1,0,1,1,9.692307692307693,21.0,7.6923076923076925
Abhishek Sharma,2020/21,2020,61,92,2,1,0,11,9.049180327868854,46.0,18.0327868852459
Abhishek Sharma,2021,2021,63,66,4,3,0,25,6.285714285714286,16.5,39.682539682539684
Abhishek Sharma,2022,2022,24,39,0,0,0,4,9.75,,16.666666666666664
Abhishek Sharma,2023,2023,75,127,2,3,0,23,10.16,63.5,30.666666666666664
Abhishek Sharma,2024,2024,42,51,2,0,0,12,7.285714285714286,25.5,28.57142857142857
Abhishek Sharma,2025,2025,67,113,0,1,0,22,10.119402985074627,,32.83582089552239
Abhishek Sharma,2026,2026,29,49,0,0,0,6,10.13793103448276,,20.689655172413794
Akash Deep,2022,2022,119,206,6,4,2,42,10.38655462184874,34.333333333333336,35.294117647058826
Akash Deep,2023,2023,33,63,1,1,2,11,11.454545454545455,63.0,33.33333333333333
Akash Deep,2024,2024,23,55,1,2,0,6,14.347826086956522,55.0,26.08695652173913
Akash Deep,2025,2025,127,230,3,13,0,35,10.866141732283465,76.66666666666667,27.559055118110237
Akash Madhwal,2023,2023,160,222,16,2,5,54,8.325,13.875,33.75
Akash Madhwal,2024,2024,119,209,6,8,2,36,10.53781512605042,34.833333333333336,30.252100840336134
Akash Madhwal,2025,2025,97,167,4,7,0,23,10.329896907216494,41.75,23.711340206185564
Akash Singh,2021,2021,24,39,0,0,0,7,9.75,,29.166666666666668
Akash Singh,2023,2023,117,188,5,3,0,46,9.64102564102564,37.6,39.31623931623932
Akash Singh,2025,2025,67,99,4,0,0,20,8.865671641791046,24.75,29.850746268656714
Aman Hakim Khan,2022,2022,6,13,0,0,0,1,13.0,,16.666666666666664
Anand Rajan,2011,2011,35,50,5,5,0,15,8.571428571428571,10.0,42.857142857142854
Anand Rajan,2012,2012,76,113,3,4,1,23,8.921052631578947,37.666666666666664,30.263157894736842
Anand Rajan,2013,2013,51,43,2,3,0,25,5.0588235294117645,21.5,49.01960784313725
Ankit Sharma,2012,2012,147,167,4,2,0,63,6.816326530612245,41.75,42.857142857142854
Ankit Sharma,2013,2013,12,17,0,0,0,5,8.5,,41.66666666666667
Ankit Sharma,2014,2014,48,44,4,0,0,23,5.5,11.0,47.91666666666667
Ankit Sharma,2015,2015,86,114,3,2,0,29,7.953488372093023,38.0,33.72093023255814
Ankit Sharma,2016,2016,70,84,1,4,0,17,7.2,84.0,24.285714285714285
Ankit Sharma,2017,2017,6,16,0,0,0,1,16.0,,16.666666666666664
Ankit Sharma,2018,2018,6,11,0,0,0,1,11.0,,16.666666666666664
Ankit Soni,2017,2017,112,145,4,3,0,38,7.767857142857142,36.25,33.92857142857143
Anureet Singh,2009,2009,34,47,2,4,0,16,8.294117647058822,23.5,47.05882352941176
Anureet Singh,2015,2015,322,477,16,7,5,120,8.888198757763975,29.8125,37.267080745341616
Anureet Singh,2016,2016,38,44,1,0,2,13,6.947368421052632,44.0,34.21052631578947
Anureet Singh,2017,2017,12,26,0,0,0,2,13.0,,16.666666666666664
Anureet Singh,2018,2018,24,42,2,0,0,4,10.5,21.0,16.666666666666664
Arjun Tendulkar,2023,2023,68,95,4,8,1,26,8.382352941176471,23.75,38.23529411764706
Arjun Tendulkar,2024,2024,15,22,0,1,0,7,8.8,,46.666666666666664
Arshad Khan,2023,2023,97,192,5,12,0,27,11.876288659793813,38.4,27.835051546391753
Arshad Khan,2024,2024,56,90,1,7,0,19,9.642857142857142,90.0,33.92857142857143
Arshad Khan,2025,2025,136,220,6,9,1,49,9.705882352941176,36.666666666666664,36.029411764705884
Arshad Khan,2026,2026,67,95,6,5,0,29,8.507462686567164,15.833333333333334,43.28358208955223
Arshad Khan (2),2024,2024,13,25,0,1,0,5,11.53846153846154,,38.46153846153847
Arshdeep Singh,2019,2019,65,117,3,5,0,20,10.799999999999999,39.0,30.76923076923077
Arshdeep Singh,2020/21,2020,158,219,11,8,1,56,8.316455696202532,19.90909090909091,35.44303797468354
Arshdeep Singh,2021,2021,263,348,20,15,0,88,7.939163498098859,17.4,33.460076045627375
Arshdeep Singh,2022,2022,317,402,12,13,4,112,7.608832807570978,33.5,35.33123028391167
Arshdeep Singh,2023,2023,324,497,18,19,0,114,9.203703703703704,27.61111111111111,35.18518518518518
Arshdeep Singh,2024,2024,326,514,20,24,0,114,9.460122699386503,25.7,34.96932515337423
Arshdeep Singh,2025,2025,367,527,22,17,0,137,8.615803814713896,23.954545454545453,37.32970027247956
Arshdeep Singh,2026,2026,249,397,11,20,1,76,9.566265060240964,36.09090909090909,30.522088353413658
Ashok Sharma,2026,2026,136,233,6,9,1,54,10.279411764705882,38.833333333333336,39.705882352941174
Ashwani Kumar,2025,2025,132,234,11,7,2,39,10.636363636363637,21.272727272727273,29.545454545454547
Ashwani Kumar,2026,2026,64,102,6,4,0,22,9.5625,17.0,34.375
Atharva Taide,2024,2024,1,4,0,0,0,0,24.0,,0.0
Auqib Nabi,2026,2026,46,96,0,3,1,10,12.521739130434781,,21.73913043478261
Avesh Khan,2017,2017,24,24,1,0,0,12,6.0,24.0,50.0
Avesh Khan,2018,2018,117,205,4,2,1,44,10.512820512820513,51.25,37.60683760683761
Avesh Khan,2019,2019,19,30,0,1,0,7,9.473684210526317,,36.84210526315789
Avesh Khan,2020/21,2020,25,42,0,1,0,7,10.08,,28.000000000000004
Avesh Khan,2021,2021,383,466,27,16,1,156,7.300261096605744,17.25925925925926,40.73107049608355
Avesh Khan,2022,2022,300,423,19,13,1,126,8.46,22.263157894736842,42.0
Avesh Khan,2023,2023,176,287,8,2,0,61,9.78409090909091,35.875,34.659090909090914
Avesh Khan,2024,2024,346,533,22,16,1,101,9.242774566473988,24.227272727272727,29.190751445086704
Avesh Khan,2025,2025,294,487,13,10,0,77,9.938775510204081,37.46153846153846,26.190476190476193
Avesh Khan,2026,2026,128,232,5,4,0,38,10.875,46.4,29.6875
Azhar Mahmood,2012,2012,265,331,14,7,2,98,7.49433962264151,23.642857142857142,36.9811320754717
Azhar Mahmood,2013,2013,267,335,16,3,1,105,7.52808988764045,20.9375,39.325842696629216
Azhar Mahmood,2015,2015,20,41,1,0,2,6,12.299999999999999,41.0,30.0
Azmatullah Omarzai,2024,2024,131,194,4,5,0,57,8.885496183206108,48.5,43.51145038167939
Azmatullah Omarzai,2025,2025,169,282,8,7,0,46,10.011834319526626,35.25,27.218934911242602
B Akhil,2007/08,2007,105,138,3,1,0,38,7.885714285714286,46.0,36.19047619047619
B Akhil,2009,2009,69,80,4,3,0,19,6.956521739130435,20.0,27.536231884057973
B Akhil,2009/10,2009,6,6,0,0,0,3,6.0,,50.0
B Akhil,2011,2011,13,22,0,0,1,5,10.153846153846155,,38.46153846153847
B Chipli,2011,2011,6,20,0,0,0,1,20.0,,16.666666666666664
B Geeves,2007/08,2007,49,91,2,1,0,15,11.142857142857144,45.5,30.612244897959183
